"","date","precip_in","tmax_f","tmin_f","year","day","wetb_max_citymax","wetb_max_citymean","wetb_min_citymin","wetb_min_citymean","wetb_mean_citymean","tmax_f_3d","tmax_f_7d","wetb_max_citymax_3d","wetb_max_citymax_7d","wetb_max_citymean_3d","wetb_max_citymean_7d","tmin_f_3d","tmin_f_7d","wetb_min_citymin_3d","wetb_min_citymin_7d","wetb_min_citymean_3d","wetb_min_citymean_7d","wetb_mean_citymean_3d","wetb_mean_citymean_7d","tmax_f_10d","wetb_max_citymax_10d","wetb_max_citymean_10d","tmin_f_10d","wetb_min_citymin_10d","wetb_min_citymean_10d","wetb_mean_citymean_10d"
"1",1976-01-01,0.452755905511811,39.62,28.64,1976,1,42.2057154606934,38.6199378967285,26.1843147467728,27.5188007354736,32.2080726623535,39.62,39.62,42.2057154606934,42.2057154606934,38.6199378967285,38.6199378967285,28.64,28.64,26.1843147467728,26.1843147467728,27.5188007354736,27.5188007354736,32.2080726623535,32.2080726623535,39.62,42.2057154606934,38.6199378967285,28.64,26.1843147467728,27.5188007354736,32.2080726623535
"2",1976-01-02,0,31.34,20.96,1976,2,27.600709719574,25.4934158325195,0.92850312701416,6.65722465515137,16.444314956665,39.62,39.62,42.2057154606934,42.2057154606934,38.6199378967285,38.6199378967285,20.96,20.96,0.92850312701416,0.92850312701416,6.65722465515137,6.65722465515137,24.3261938095092,24.3261938095092,39.62,42.2057154606934,38.6199378967285,20.96,0.92850312701416,6.65722465515137,24.3261938095092
"3",1976-01-03,0.233595800524934,41.36,31.34,1976,3,42.6011940907593,40.9917869567871,22.3001694630737,24.2935485839844,33.6735153198242,41.36,41.36,42.6011940907593,42.6011940907593,40.9917869567871,40.9917869567871,20.96,20.96,0.92850312701416,0.92850312701416,6.65722465515137,6.65722465515137,27.4419676462809,27.4419676462809,41.36,42.6011940907593,40.9917869567871,20.96,0.92850312701416,6.65722465515137,27.4419676462809
"4",1976-01-04,0,36.32,24.68,1976,4,40.0479611348267,38.5197334289551,16.2831077527161,17.4135589599609,25.3909454345703,41.36,41.36,42.6011940907593,42.6011940907593,40.9917869567871,40.9917869567871,20.96,20.96,0.92850312701416,0.92850312701416,6.65722465515137,6.65722465515137,25.1695919036865,26.9292120933533,41.36,42.6011940907593,40.9917869567871,20.96,0.92850312701416,6.65722465515137,26.9292120933533
"5",1976-01-05,0,26.36,19.64,1976,5,19.6517228078003,18.7205562591553,5.69959592333984,7.9765510559082,12.7864809036255,41.36,41.36,42.6011940907593,42.6011940907593,40.9917869567871,40.9917869567871,19.64,19.64,5.69959592333984,0.92850312701416,7.9765510559082,6.65722465515137,23.9503138860067,24.1006658554077,41.36,42.6011940907593,40.9917869567871,19.64,0.92850312701416,6.65722465515137,24.1006658554077
"6",1976-01-06,0,30.32,18.02,1976,6,24.0648709487076,22.7969207763672,2.58502854815674,5.51775979995728,12.4475383758545,36.32,41.36,40.0479611348267,42.6011940907593,38.5197334289551,40.9917869567871,18.02,18.02,2.58502854815674,0.92850312701416,5.51775979995728,5.51775979995728,16.8749882380168,22.1584779421488,41.36,42.6011940907593,40.9917869567871,18.02,0.92850312701416,5.51775979995728,22.1584779421488
"7",1976-01-07,0.812335958005249,36.32,28.34,1976,7,39.3950642537231,37.838191986084,14.7392136525269,18.6128330230713,26.3634243011475,36.32,41.36,39.3950642537231,42.6011940907593,37.838191986084,40.9917869567871,18.02,18.02,2.58502854815674,0.92850312701416,5.51775979995728,5.51775979995728,17.1991478602092,22.7591845648629,41.36,42.6011940907593,40.9917869567871,18.02,0.92850312701416,5.51775979995728,22.7591845648629
"8",1976-01-08,0.263779527559055,36.38,16.04,1976,8,38.0489420842285,36.0131721496582,14.0486740063782,16.3910465240479,31.5796718597412,36.38,41.36,39.3950642537231,42.6011940907593,37.838191986084,40.9917869567871,16.04,16.04,2.58502854815674,0.92850312701416,5.51775979995728,5.51775979995728,23.4635448455811,22.6694130216326,41.36,42.6011940907593,40.9917869567871,16.04,0.92850312701416,5.51775979995728,23.8617454767227
"9",1976-01-09,0,22.28,15.32,1976,9,15.7878363560791,14.4727926254272,-2.00845137127686,0.369632124900818,6.26173734664917,36.38,41.36,39.3950642537231,42.6011940907593,37.838191986084,40.9917869567871,15.32,15.32,-2.00845137127686,-2.00845137127686,0.369632124900818,0.369632124900818,21.4016111691793,21.2147590773446,41.36,42.6011940907593,40.9917869567871,15.32,-2.00845137127686,0.369632124900818,21.9061890178257
"10",1976-01-10,0,25.7,14.36,1976,10,18.4739236306305,17.9009399414062,-1.28368845471191,0.922210872173309,7.29511547088623,36.38,36.38,38.0489420842285,40.0479611348267,36.0131721496582,38.5197334289551,14.36,14.36,-2.00845137127686,-2.00845137127686,0.369632124900818,0.369632124900818,15.0455082257589,17.4464162417821,41.36,42.6011940907593,40.9917869567871,14.36,-2.00845137127686,0.369632124900818,20.4450816631317
"11",1976-01-11,0.292650918635171,35.66,21.62,1976,11,35.7884209584351,33.7922515869141,5.66808061114502,9.43493556976318,18.3766536712646,35.66,36.38,35.7884209584351,39.3950642537231,33.7922515869141,37.838191986084,14.36,14.36,-2.00845137127686,-2.00845137127686,0.369632124900818,0.369632124900818,10.6445021629333,16.4443745613098,41.36,42.6011940907593,40.9917869567871,14.36,-2.00845137127686,0.369632124900818,19.0619397640228
"12",1976-01-12,0.0131233595800525,35.66,24.38,1976,12,35.6814793538208,33.4063186645508,21.6648906182404,23.477970123291,28.8922481536865,35.66,36.38,35.7884209584351,39.3950642537231,33.7922515869141,37.838191986084,14.36,14.36,-1.28368845471191,-2.00845137127686,0.922210872173309,0.369632124900818,18.1880057652791,18.7451984541757,41.36,42.6011940907593,40.9917869567871,14.36,-2.00845137127686,0.369632124900818,20.306733083725
"13",1976-01-13,0.316272965879265,47,23,1976,13,41.8108427952881,39.8066101074219,7.45916966906738,11.0589818954468,23.5067481994629,47,47,41.8108427952881,41.8108427952881,39.8066101074219,39.8066101074219,21.62,14.36,5.66808061114502,-2.00845137127686,9.43493556976318,0.369632124900818,23.5918833414713,20.325085571834,47,41.8108427952881,39.8066101074219,14.36,-2.00845137127686,0.369632124900818,19.2900563716888
"14",1976-01-14,0.0498687664041995,50.66,31.7,1976,14,53.7936755131836,52.2339630126953,26.4036153744812,28.004940032959,40.1994743347168,50.66,50.66,53.7936755131836,53.7936755131836,52.2339630126953,52.2339630126953,23,14.36,7.45916966906738,-2.00845137127686,11.0589818954468,0.369632124900818,30.8661568959554,22.3016641480582,50.66,53.7936755131836,52.2339630126953,14.36,-2.00845137127686,0.369632124900818,20.7709092617035
"15",1976-01-15,0,32,25.04,1976,15,28.0548325966949,26.5898971557617,17.1826459836121,19.0562610626221,21.9076366424561,50.66,50.66,53.7936755131836,53.7936755131836,52.2339630126953,52.2339630126953,23,14.36,7.45916966906738,-2.00845137127686,11.0589818954468,0.369632124900818,28.5379530588786,20.9199448313032,50.66,53.7936755131836,52.2339630126953,14.36,-2.00845137127686,0.369632124900818,21.6830248355866
"16",1976-01-16,0.0905511811023622,44,25.34,1976,16,41.6838974904175,40.9868621826172,13.8276093434448,14.6569013595581,28.2080059051514,50.66,50.66,53.7936755131836,53.7936755131836,52.2339630126953,52.2339630126953,25.04,14.36,13.8276093434448,-1.28368845471191,14.6569013595581,0.922210872173309,30.1050389607748,24.0551260539464,50.66,53.7936755131836,52.2339630126953,14.36,-2.00845137127686,0.369632124900818,23.2590715885162
"17",1976-01-17,0,36.02,14.36,1976,17,37.4569386433716,34.5448188781738,6.6594147633667,9.20975303649902,20.9165554046631,44,50.66,41.6838974904175,53.7936755131836,40.9868621826172,52.2339630126953,14.36,14.36,6.6594147633667,5.66808061114502,9.20975303649902,9.20975303649902,23.6773993174235,26.0010460444859,50.66,53.7936755131836,52.2339630126953,14.36,-2.00845137127686,0.369632124900818,22.7143846988678
"18",1976-01-18,0,18.32,6.68,1976,18,9.20490493289184,7.12134647369385,-10.8584828425293,-8.43066215515137,-0.155872568488121,44,50.66,41.6838974904175,53.7936755131836,40.9868621826172,52.2339630126953,6.68,6.68,-10.8584828425293,-10.8584828425293,-8.43066215515137,-8.43066215515137,16.3228962471088,23.3535422959498,50.66,53.7936755131836,52.2339630126953,6.68,-10.8584828425293,-8.43066215515137,19.5408302560449
"19",1976-01-19,0,25.7,8,1976,19,16.4930298756714,14.639720916748,-12.8709755946045,-8.52801036834717,0.154261112213135,36.02,50.66,37.4569386433716,53.7936755131836,34.5448188781738,52.2339630126953,6.68,6.68,-12.8709755946045,-12.8709755946045,-8.52801036834717,-8.52801036834717,6.97164798279604,19.2481155757393,50.66,53.7936755131836,52.2339630126953,6.68,-12.8709755946045,-8.52801036834717,18.9300826326013
"20",1976-01-20,0.0538057742782152,30.02,24.08,1976,20,27.8352206181641,26.9370098114014,7.20493230334473,10.5636348724365,18.7341060638428,30.02,50.66,27.8352206181641,53.7936755131836,26.9370098114014,52.2339630126953,6.68,6.68,-12.8709755946045,-12.8709755946045,-8.52801036834717,-8.52801036834717,6.24416486918927,18.566309556365,50.66,53.7936755131836,52.2339630126953,6.68,-12.8709755946045,-8.52801036834717,20.0739816918969
"21",1976-01-21,0.207349081364829,34.34,24.32,1976,21,34.8144984196777,34.2140998840332,17.0639387082214,18.4272232055664,24.9518375396729,34.34,44,34.8144984196777,41.6838974904175,34.2140998840332,40.9868621826172,8,6.68,-12.8709755946045,-12.8709755946045,-8.52801036834717,-8.52801036834717,14.6134015719096,16.3880757285016,50.66,53.7936755131836,52.2339630126953,6.68,-12.8709755946045,-8.52801036834717,20.7315000787378
"22",1976-01-22,0,29.96,6.68,1976,22,32.1571399640198,31.2432670593262,-1.2033818293457,2.80232191085815,17.8866329193115,34.34,44,34.8144984196777,41.6838974904175,34.2140998840332,40.9868621826172,6.68,6.68,-1.2033818293457,-12.8709755946045,2.80232191085815,-8.52801036834717,20.5241921742757,15.8136466251952,50.66,53.7936755131836,52.2339630126953,6.68,-12.8709755946045,-8.52801036834717,19.6309385553003
"23",1976-01-23,0,15.08,1.34,1976,23,6.96141004077148,3.25235462188721,-21.2028454829102,-17.779203414917,-7.65295696258545,34.34,36.02,34.8144984196777,37.4569386433716,34.2140998840332,34.5448188781738,1.34,1.34,-21.2028454829102,-21.2028454829102,-17.779203414917,-17.779203414917,11.7285044987996,10.6906519298043,50.66,53.7936755131836,52.2339630126953,1.34,-21.2028454829102,-17.779203414917,16.5149680390954
"24",1976-01-24,0,23.66,14.36,1976,24,32.9930424641724,27.0594081878662,-1.19404688366699,2.89059901237488,13.8597249984741,29.96,34.34,32.9930424641724,34.8144984196777,31.2432670593262,34.2140998840332,1.34,1.34,-21.2028454829102,-21.2028454829102,-17.779203414917,-17.779203414917,8.03113365173338,9.68253330034869,44,41.6838974904175,40.9868621826172,1.34,-21.2028454829102,-17.779203414917,13.8809931054711
"25",1976-01-25,0,34.34,21.26,1976,25,31.307638449585,28.4532203674316,6.40055798999023,11.1094379425049,21.2194557189941,34.34,34.34,32.9930424641724,34.8144984196777,28.4532203674316,34.2140998840332,1.34,1.34,-21.2028454829102,-21.2028454829102,-17.779203414917,-17.779203414917,9.14207458496092,12.7361516271319,44,41.6838974904175,40.9868621826172,1.34,-21.2028454829102,-17.779203414917,13.8121750131249
"26",1976-01-26,0.467191601049869,52.7,33.32,1976,26,62.990845770752,60.1918106079102,25.354608578598,28.7883224487305,45.256778717041,52.7,52.7,62.990845770752,62.990845770752,60.1918106079102,60.1918106079102,14.36,1.34,-1.19404688366699,-21.2028454829102,2.89059901237488,-17.779203414917,26.7786531448364,19.1793684278216,52.7,62.990845770752,60.1918106079102,1.34,-21.2028454829102,-17.779203414917,15.5170522943139
"27",1976-01-27,1.75984251968504,51.68,37.64,1976,27,60.9323443364258,59.3510551452637,39.8660738896484,43.992374420166,55.6585998535156,52.7,52.7,62.990845770752,62.990845770752,60.1918106079102,60.1918106079102,21.26,1.34,6.40055798999023,-21.2028454829102,11.1094379425049,-17.779203414917,40.7116114298502,24.4542961120605,52.7,62.990845770752,60.1918106079102,1.34,-21.2028454829102,-17.779203414917,18.9912567391992
"28",1976-01-28,0.23753280839895,38,28.94,1976,28,47.3135804127808,43.1206245422363,21.3731491040344,23.0954074859619,33.865795135498,52.7,52.7,62.990845770752,62.990845770752,60.1918106079102,60.1918106079102,28.94,1.34,21.3731491040344,-21.2028454829102,23.0954074859619,-17.779203414917,44.9270579020182,25.7277186257498,52.7,62.990845770752,60.1918106079102,1.34,-21.2028454829102,-17.779203414917,22.3934235095978
